freq,currency,prod_ani,geo,TIME_PERIOD,OBS_VALUE
Annual,Euro,Young cattle - prices per 100 kg live weight,Austria,2011,197.42
Annual,Euro,Young cattle - prices per 100 kg live weight,Austria,2012,214.93
Annual,Euro,Young cattle - prices per 100 kg live weight,Austria,2013,211.42
Annual,Euro,Young cattle - prices per 100 kg live weight,Austria,2014,205.26
Annual,Euro,Young cattle - prices per 100 kg live weight,Austria,2015,214.22
Annual,Euro,Young cattle - prices per 100 kg live weight,Austria,2016,209.68
Annual,Euro,Young cattle - prices per 100 kg live weight,Austria,2017,216.96
Annual,Euro,Young cattle - prices per 100 kg live weight,Austria,2018,217.52
Annual,Euro,Young cattle - prices per 100 kg live weight,Austria,2019,209.12
Annual,Euro,Young cattle - prices per 100 kg live weight,Austria,2020,207.44
Annual,Euro,Young cattle - prices per 100 kg live weight,Belgium,2011,143.99
Annual,Euro,Young cattle - prices per 100 kg live weight,Belgium,2012,180.73
Annual,Euro,Young cattle - prices per 100 kg live weight,Belgium,2013,182.09
Annual,Euro,Young cattle - prices per 100 kg live weight,Belgium,2014,168.85
Annual,Euro,Young cattle - prices per 100 kg live weight,Belgium,2015,156.8
Annual,Euro,Young cattle - prices per 100 kg live weight,Belgium,2016,144.6
Annual,Euro,Young cattle - prices per 100 kg live weight,Belgium,2017,152.0
Annual,Euro,Young cattle - prices per 100 kg live weight,Belgium,2018,156.68
Annual,Euro,Young cattle - prices per 100 kg live weight,Belgium,2019,165.71
Annual,Euro,Young cattle - prices per 100 kg live weight,Belgium,2020,173.71
Annual,Euro,Young cattle - prices per 100 kg live weight,Bulgaria,2011,115.25
Annual,Euro,Young cattle - prices per 100 kg live weight,Bulgaria,2012,105.47
Annual,Euro,Young cattle - prices per 100 kg live weight,Bulgaria,2013,128.25
Annual,Euro,Young cattle - prices per 100 kg live weight,Bulgaria,2014,112.07
Annual,Euro,Young cattle - prices per 100 kg live weight,Bulgaria,2015,130.97
Annual,Euro,Young cattle - prices per 100 kg live weight,Bulgaria,2016,114.3
Annual,Euro,Young cattle - prices per 100 kg live weight,Bulgaria,2017,116.33
Annual,Euro,Young cattle - prices per 100 kg live weight,Bulgaria,2018,125.2
Annual,Euro,Young cattle - prices per 100 kg live weight,Bulgaria,2019,149.75
Annual,Euro,Young cattle - prices per 100 kg live weight,Bulgaria,2020,151.46
Annual,Euro,Young cattle - prices per 100 kg live weight,Cyprus,2011,144.3
Annual,Euro,Young cattle - prices per 100 kg live weight,Cyprus,2012,145.7
Annual,Euro,Young cattle - prices per 100 kg live weight,Cyprus,2013,145.2
Annual,Euro,Young cattle - prices per 100 kg live weight,Cyprus,2014,145.3
Annual,Euro,Young cattle - prices per 100 kg live weight,Cyprus,2015,143.2
Annual,Euro,Young cattle - prices per 100 kg live weight,Cyprus,2016,140.73
Annual,Euro,Young cattle - prices per 100 kg live weight,Cyprus,2017,139.57
Annual,Euro,Young cattle - prices per 100 kg live weight,Cyprus,2018,140.64
Annual,Euro,Young cattle - prices per 100 kg live weight,Cyprus,2019,139.88
Annual,Euro,Young cattle - prices per 100 kg live weight,Cyprus,2020,153.9
Annual,Euro,Young cattle - prices per 100 kg live weight,Czechia,2011,231.8
Annual,Euro,Young cattle - prices per 100 kg live weight,Czechia,2012,258.46
Annual,Euro,Young cattle - prices per 100 kg live weight,Czechia,2013,230.95
Annual,Euro,Young cattle - prices per 100 kg live weight,Czechia,2014,199.74
Annual,Euro,Young cattle - prices per 100 kg live weight,Czechia,2015,223.62
Annual,Euro,Young cattle - prices per 100 kg live weight,Czechia,2016,173.67
Annual,Euro,Young cattle - prices per 100 kg live weight,Czechia,2017,180.35
Annual,Euro,Young cattle - prices per 100 kg live weight,Czechia,2018,184.66
Annual,Euro,Young cattle - prices per 100 kg live weight,Czechia,2019,179.78
Annual,Euro,Young cattle - prices per 100 kg live weight,Czechia,2020,171.54
Annual,Euro,Young cattle - prices per 100 kg live weight,Denmark,2011,171.13
Annual,Euro,Young cattle - prices per 100 kg live weight,Denmark,2012,185.26
Annual,Euro,Young cattle - prices per 100 kg live weight,Denmark,2013,186.38
Annual,Euro,Young cattle - prices per 100 kg live weight,Denmark,2014,181.5
Annual,Euro,Young cattle - prices per 100 kg live weight,Denmark,2015,180.06
Annual,Euro,Young cattle - prices per 100 kg live weight,Denmark,2016,170.31
Annual,Euro,Young cattle - prices per 100 kg live weight,Denmark,2017,170.38
Annual,Euro,Young cattle - prices per 100 kg live weight,Denmark,2018,169.56
Annual,Euro,Young cattle - prices per 100 kg live weight,Denmark,2019,162.08
Annual,Euro,Young cattle - prices per 100 kg live weight,Denmark,2020,162.53
Annual,Euro,Young cattle - prices per 100 kg live weight,Spain,2011,225.21
Annual,Euro,Young cattle - prices per 100 kg live weight,Spain,2012,243.31
Annual,Euro,Young cattle - prices per 100 kg live weight,Spain,2013,251.81
Annual,Euro,Young cattle - prices per 100 kg live weight,Spain,2014,251.89
Annual,Euro,Young cattle - prices per 100 kg live weight,Spain,2015,231.0
Annual,Euro,Young cattle - prices per 100 kg live weight,Spain,2016,239.64
Annual,Euro,Young cattle - prices per 100 kg live weight,Spain,2017,248.58
Annual,Euro,Young cattle - prices per 100 kg live weight,Spain,2018,235.08
Annual,Euro,Young cattle - prices per 100 kg live weight,Spain,2019,226.69
Annual,Euro,Young cattle - prices per 100 kg live weight,Spain,2020,215.41
Annual,Euro,Young cattle - prices per 100 kg live weight,France,2011,351.2
Annual,Euro,Young cattle - prices per 100 kg live weight,France,2012,347.39
Annual,Euro,Young cattle - prices per 100 kg live weight,France,2013,352.77
Annual,Euro,Young cattle - prices per 100 kg live weight,France,2014,338.3
Annual,Euro,Young cattle - prices per 100 kg live weight,France,2015,337.9
Annual,Euro,Young cattle - prices per 100 kg live weight,France,2016,324.8
Annual,Euro,Young cattle - prices per 100 kg live weight,Croatia,2011,190.35
Annual,Euro,Young cattle - prices per 100 kg live weight,Croatia,2012,203.68
Annual,Euro,Young cattle - prices per 100 kg live weight,Croatia,2013,192.25
Annual,Euro,Young cattle - prices per 100 kg live weight,Croatia,2014,194.06
Annual,Euro,Young cattle - prices per 100 kg live weight,Croatia,2015,197.5
Annual,Euro,Young cattle - prices per 100 kg live weight,Croatia,2016,199.99
Annual,Euro,Young cattle - prices per 100 kg live weight,Croatia,2017,204.83
Annual,Euro,Young cattle - prices per 100 kg live weight,Croatia,2018,204.97
Annual,Euro,Young cattle - prices per 100 kg live weight,Croatia,2019,203.15
Annual,Euro,Young cattle - prices per 100 kg live weight,Croatia,2020,194.1
Annual,Euro,Young cattle - prices per 100 kg live weight,Ireland,2011,187.78
Annual,Euro,Young cattle - prices per 100 kg live weight,Ireland,2012,215.51
Annual,Euro,Young cattle - prices per 100 kg live weight,Ireland,2013,204.76
Annual,Euro,Young cattle - prices per 100 kg live weight,Ireland,2014,198.95
Annual,Euro,Young cattle - prices per 100 kg live weight,Ireland,2015,223.33
Annual,Euro,Young cattle - prices per 100 kg live weight,Ireland,2016,206.88
Annual,Euro,Young cattle - prices per 100 kg live weight,Ireland,2017,207.37
Annual,Euro,Young cattle - prices per 100 kg live weight,Ireland,2018,197.74
Annual,Euro,Young cattle - prices per 100 kg live weight,Ireland,2019,192.25
Annual,Euro,Young cattle - prices per 100 kg live weight,Ireland,2020,199.01
Annual,Euro,Young cattle - prices per 100 kg live weight,Italy,2011,232.15
Annual,Euro,Young cattle - prices per 100 kg live weight,Italy,2012,252.04
Annual,Euro,Young cattle - prices per 100 kg live weight,Italy,2013,253.44
Annual,Euro,Young cattle - prices per 100 kg live weight,Italy,2014,255.21
Annual,Euro,Young cattle - prices per 100 kg live weight,Italy,2015,257.37
Annual,Euro,Young cattle - prices per 100 kg live weight,Italy,2016,253.78
Annual,Euro,Young cattle - prices per 100 kg live weight,Italy,2017,259.0
Annual,Euro,Young cattle - prices per 100 kg live weight,Italy,2018,261.87
Annual,Euro,Young cattle - prices per 100 kg live weight,Italy,2019,263.2
Annual,Euro,Young cattle - prices per 100 kg live weight,Italy,2020,260.78
Annual,Euro,Young cattle - prices per 100 kg live weight,Lithuania,2011,146.35
Annual,Euro,Young cattle - prices per 100 kg live weight,Lithuania,2012,152.2
Annual,Euro,Young cattle - prices per 100 kg live weight,Lithuania,2013,144.84
Annual,Euro,Young cattle - prices per 100 kg live weight,Lithuania,2014,122.79
Annual,Euro,Young cattle - prices per 100 kg live weight,Lithuania,2015,55.87
Annual,Euro,Young cattle - prices per 100 kg live weight,Lithuania,2016,127.96
Annual,Euro,Young cattle - prices per 100 kg live weight,Lithuania,2017,131.43
Annual,Euro,Young cattle - prices per 100 kg live weight,Lithuania,2018,138.66
Annual,Euro,Young cattle - prices per 100 kg live weight,Lithuania,2019,132.38
Annual,Euro,Young cattle - prices per 100 kg live weight,Lithuania,2020,130.16
Annual,Euro,Young cattle - prices per 100 kg live weight,Luxembourg,2011,207.8
Annual,Euro,Young cattle - prices per 100 kg live weight,Luxembourg,2012,223.4
Annual,Euro,Young cattle - prices per 100 kg live weight,Luxembourg,2013,234.1
Annual,Euro,Young cattle - prices per 100 kg live weight,Luxembourg,2014,225.1
Annual,Euro,Young cattle - prices per 100 kg live weight,Luxembourg,2015,224.0
Annual,Euro,Young cattle - prices per 100 kg live weight,Luxembourg,2016,224.6
Annual,Euro,Young cattle - prices per 100 kg live weight,Luxembourg,2017,226.2
Annual,Euro,Young cattle - prices per 100 kg live weight,Luxembourg,2018,229.0
Annual,Euro,Young cattle - prices per 100 kg live weight,Luxembourg,2019,230.2
Annual,Euro,Young cattle - prices per 100 kg live weight,Luxembourg,2020,228.5
Annual,Euro,Young cattle - prices per 100 kg live weight,Latvia,2011,103.16
Annual,Euro,Young cattle - prices per 100 kg live weight,Latvia,2012,117.73
Annual,Euro,Young cattle - prices per 100 kg live weight,Latvia,2013,114.31
Annual,Euro,Young cattle - prices per 100 kg live weight,Latvia,2014,98.34
Annual,Euro,Young cattle - prices per 100 kg live weight,Latvia,2015,98.86
Annual,Euro,Young cattle - prices per 100 kg live weight,Latvia,2016,98.99
Annual,Euro,Young cattle - prices per 100 kg live weight,Latvia,2017,96.21
Annual,Euro,Young cattle - prices per 100 kg live weight,Latvia,2018,103.99
Annual,Euro,Young cattle - prices per 100 kg live weight,Latvia,2019,112.7
Annual,Euro,Young cattle - prices per 100 kg live weight,Latvia,2020,112.84
Annual,Euro,Young cattle - prices per 100 kg live weight,Poland,2011,135.31
Annual,Euro,Young cattle - prices per 100 kg live weight,Poland,2012,152.85
Annual,Euro,Young cattle - prices per 100 kg live weight,Poland,2013,147.61
Annual,Euro,Young cattle - prices per 100 kg live weight,Poland,2014,142.51
Annual,Euro,Young cattle - prices per 100 kg live weight,Poland,2015,143.85
Annual,Euro,Young cattle - prices per 100 kg live weight,Poland,2016,135.55
Annual,Euro,Young cattle - prices per 100 kg live weight,Poland,2017,149.15
Annual,Euro,Young cattle - prices per 100 kg live weight,Poland,2018,154.31
Annual,Euro,Young cattle - prices per 100 kg live weight,Poland,2019,147.35
Annual,Euro,Young cattle - prices per 100 kg live weight,Poland,2020,144.13
Annual,Euro,Young cattle - prices per 100 kg live weight,Romania,2011,167.59
Annual,Euro,Young cattle - prices per 100 kg live weight,Romania,2012,152.52
Annual,Euro,Young cattle - prices per 100 kg live weight,Romania,2013,166.99
Annual,Euro,Young cattle - prices per 100 kg live weight,Romania,2014,189.2
Annual,Euro,Young cattle - prices per 100 kg live weight,Romania,2015,182.41
Annual,Euro,Young cattle - prices per 100 kg live weight,Romania,2016,179.05
Annual,Euro,Young cattle - prices per 100 kg live weight,Romania,2017,155.29
Annual,Euro,Young cattle - prices per 100 kg live weight,Romania,2018,177.92
Annual,Euro,Young cattle - prices per 100 kg live weight,Romania,2019,166.83
Annual,Euro,Young cattle - prices per 100 kg live weight,Romania,2020,225.93
Annual,Euro,Young cattle - prices per 100 kg live weight,Slovenia,2011,174.04
Annual,Euro,Young cattle - prices per 100 kg live weight,Slovenia,2012,191.48
Annual,Euro,Young cattle - prices per 100 kg live weight,Slovenia,2013,184.98
Annual,Euro,Young cattle - prices per 100 kg live weight,Slovenia,2014,180.13
Annual,Euro,Young cattle - prices per 100 kg live weight,Slovenia,2015,180.95
Annual,Euro,Young cattle - prices per 100 kg live weight,Slovenia,2016,175.9
Annual,Euro,Young cattle - prices per 100 kg live weight,Slovenia,2017,182.14
Annual,Euro,Young cattle - prices per 100 kg live weight,Slovenia,2018,185.63
Annual,Euro,Young cattle - prices per 100 kg live weight,Slovenia,2019,182.74
Annual,Euro,Young cattle - prices per 100 kg live weight,Slovenia,2020,173.66
Annual,Euro,Young cattle - prices per 100 kg live weight,Slovakia,2011,126.0
Annual,Euro,Young cattle - prices per 100 kg live weight,Slovakia,2012,144.0
Annual,Euro,Young cattle - prices per 100 kg live weight,Slovakia,2013,134.0
Annual,Euro,Young cattle - prices per 100 kg live weight,Slovakia,2014,129.0
Annual,Euro,Young cattle - prices per 100 kg live weight,Slovakia,2015,131.0
Annual,Euro,Young cattle - prices per 100 kg live weight,Slovakia,2016,130.0
Annual,Euro,Young cattle - prices per 100 kg live weight,Slovakia,2017,137.0
Annual,Euro,Young cattle - prices per 100 kg live weight,Slovakia,2018,238.73
Annual,Euro,Young cattle - prices per 100 kg live weight,Slovakia,2019,240.96
Annual,Euro,Young cattle - prices per 100 kg live weight,Slovakia,2020,221.2
Annual,Euro,Young cattle (store) - prices per head,Denmark,2011,993.75
Annual,Euro,Young cattle (store) - prices per head,Denmark,2012,1068.82
Annual,Euro,Young cattle (store) - prices per head,Denmark,2013,1036.35
Annual,Euro,Young cattle (store) - prices per head,Denmark,2014,1022.76
Annual,Euro,Young cattle (store) - prices per head,Denmark,2015,1080.08
Annual,Euro,Young cattle (store) - prices per head,Denmark,2016,1037.08
Annual,Euro,Young cattle (store) - prices per head,Denmark,2017,1138.74
Annual,Euro,Young cattle (store) - prices per head,Denmark,2018,1099.86
Annual,Euro,Young cattle (store) - prices per head,Denmark,2019,1077.54
Annual,Euro,Young cattle (store) - prices per head,Denmark,2020,1126.77
Annual,Euro,Young cattle (store) - prices per head,France,2012,598.07
Annual,Euro,Young cattle (store) - prices per head,France,2013,612.17
Annual,Euro,Young cattle (store) - prices per head,France,2014,613.6
Annual,Euro,Young cattle (store) - prices per head,France,2015,588.7
Annual,Euro,Young cattle (store) - prices per head,France,2016,592.3
Annual,Euro,Young cattle (store) - prices per head,Croatia,2011,768.45
Annual,Euro,Young cattle (store) - prices per head,Croatia,2012,839.94
Annual,Euro,Young cattle (store) - prices per head,Croatia,2013,787.36
Annual,Euro,Young cattle (store) - prices per head,Croatia,2014,750.79
Annual,Euro,Young cattle (store) - prices per head,Croatia,2015,649.6
Annual,Euro,Young cattle (store) - prices per head,Croatia,2016,762.07
Annual,Euro,Young cattle (store) - prices per head,Croatia,2017,797.19
Annual,Euro,Young cattle (store) - prices per head,Croatia,2018,750.09
Annual,Euro,Young cattle (store) - prices per head,Croatia,2019,767.41
Annual,Euro,Young cattle (store) - prices per head,Croatia,2020,750.79
Annual,Euro,Young cattle (store) - prices per head,Hungary,2011,558.18
Annual,Euro,Young cattle (store) - prices per head,Ireland,2011,712.45
Annual,Euro,Young cattle (store) - prices per head,Ireland,2012,741.24
Annual,Euro,Young cattle (store) - prices per head,Ireland,2013,716.12
Annual,Euro,Young cattle (store) - prices per head,Ireland,2014,734.96
Annual,Euro,Young cattle (store) - prices per head,Ireland,2015,794.04
Annual,Euro,Young cattle (store) - prices per head,Ireland,2016,737.56
Annual,Euro,Young cattle (store) - prices per head,Ireland,2017,740.94
Annual,Euro,Young cattle (store) - prices per head,Ireland,2018,716.34
Annual,Euro,Young cattle (store) - prices per head,Ireland,2019,711.33
Annual,Euro,Young cattle (store) - prices per head,Ireland,2020,724.78
Annual,Euro,Young cattle (store) - prices per head,Netherlands,2011,540.0
Annual,Euro,Young cattle (store) - prices per head,Netherlands,2012,570.0
Annual,Euro,Young cattle (store) - prices per head,Netherlands,2013,625.0
Annual,Euro,Young cattle (store) - prices per head,Netherlands,2014,669.91
Annual,Euro,Young cattle (store) - prices per head,Netherlands,2015,516.68
Annual,Euro,Young cattle (store) - prices per head,Netherlands,2016,328.45
Annual,Euro,Young cattle (store) - prices per head,Netherlands,2017,325.2
Annual,Euro,Young cattle (store) - prices per head,Netherlands,2018,375.69
Annual,Euro,Young cattle (store) - prices per head,Netherlands,2019,535.1
Annual,Euro,Young cattle (store) - prices per head,Netherlands,2020,528.75
Annual,Euro,Young cattle (store) - prices per head,Romania,2011,301.67
Annual,Euro,Young cattle (store) - prices per head,Romania,2012,274.53
Annual,Euro,Young cattle (store) - prices per head,Romania,2013,300.59
Annual,Euro,Young cattle (store) - prices per head,Romania,2014,340.55
Annual,Euro,Young cattle (store) - prices per head,Romania,2015,328.34
Annual,Euro,Young cattle (store) - prices per head,Romania,2016,322.29
Annual,Euro,Young cattle (store) - prices per head,Romania,2017,279.52
Annual,Euro,Young cattle (store) - prices per head,Romania,2018,320.25
Annual,Euro,Young cattle (store) - prices per head,Romania,2019,300.3
Annual,Euro,Young cattle (store) - prices per head,Romania,2020,406.67
Annual,Euro,Young cattle (store) - prices per head,Slovenia,2011,1257.77
Annual,Euro,Young cattle (store) - prices per head,Slovenia,2012,1385.43
Annual,Euro,Young cattle (store) - prices per head,Slovenia,2013,1518.94
Annual,Euro,Young cattle (store) - prices per head,Slovenia,2014,1420.6
Annual,Euro,Young cattle (store) - prices per head,Slovenia,2015,1556.92
Annual,Euro,Young cattle (store) - prices per head,Slovenia,2017,1237.7
Annual,Euro,Young cattle (store) - prices per head,Slovenia,2018,1272.88
Annual,Euro,Young cattle (store) - prices per head,Slovenia,2019,1287.73
Annual,Euro,Young cattle (store) - prices per head,Slovenia,2020,1227.7
Annual,Euro,Young cattle (store) - prices per head,Slovakia,2011,515.9
Annual,Euro,Young cattle (store) - prices per head,Slovakia,2012,598.95
Annual,Euro,Young cattle (store) - prices per head,Slovakia,2013,490.3
Annual,Euro,Young cattle (store) - prices per head,Slovakia,2014,513.38
Annual,Euro,Young cattle (store) - prices per head,Slovakia,2015,559.56
Annual,Euro,Young cattle (store) - prices per head,Slovakia,2016,607.01
Annual,Euro,Young cattle (store) - prices per head,Slovakia,2017,583.61
Annual,Euro,Young cattle (store) - prices per head,Slovakia,2018,588.52
Annual,Euro,Young cattle (store) - prices per head,Slovakia,2019,589.57
Annual,Euro,Young cattle (store) - prices per head,Slovakia,2020,546.46
Annual,Euro,Young cattle (store) - prices per head,United Kingdom,2011,686.51
Annual,Euro,Young cattle (store) - prices per head,United Kingdom,2012,878.91
Annual,Euro,Young cattle (store) - prices per head,United Kingdom,2013,829.4
Annual,Euro,Young cattle (store) - prices per head,United Kingdom,2014,895.56
Annual,Euro,Young cattle (store) - prices per head,United Kingdom,2015,1070.92
Annual,Euro,Young cattle (store) - prices per head,United Kingdom,2016,939.97
Annual,Euro,Young cattle (store) - prices per head,United Kingdom,2017,936.65
Annual,Euro,Young cattle (store) - prices per head,United Kingdom,2018,897.57
Annual,Euro,Young cattle (store) - prices per head,United Kingdom,2019,865.89
Annual,Euro,Heifers - prices per 100 kg live weight,Austria,2011,162.78
Annual,Euro,Heifers - prices per 100 kg live weight,Austria,2012,181.84
Annual,Euro,Heifers - prices per 100 kg live weight,Austria,2013,185.09
Annual,Euro,Heifers - prices per 100 kg live weight,Austria,2014,183.49
Annual,Euro,Heifers - prices per 100 kg live weight,Austria,2015,184.56
Annual,Euro,Heifers - prices per 100 kg live weight,Austria,2016,181.63
Annual,Euro,Heifers - prices per 100 kg live weight,Austria,2017,188.56
Annual,Euro,Heifers - prices per 100 kg live weight,Austria,2018,191.22
Annual,Euro,Heifers - prices per 100 kg live weight,Austria,2019,187.49
Annual,Euro,Heifers - prices per 100 kg live weight,Austria,2020,182.69
Annual,Euro,Heifers - prices per 100 kg live weight,Belgium,2011,201.71
Annual,Euro,Heifers - prices per 100 kg live weight,Belgium,2012,226.33
Annual,Euro,Heifers - prices per 100 kg live weight,Belgium,2013,240.58
Annual,Euro,Heifers - prices per 100 kg live weight,Belgium,2014,230.16
Annual,Euro,Heifers - prices per 100 kg live weight,Belgium,2015,224.53
Annual,Euro,Heifers - prices per 100 kg live weight,Belgium,2016,215.49
Annual,Euro,Heifers - prices per 100 kg live weight,Belgium,2017,212.69
Annual,Euro,Heifers - prices per 100 kg live weight,Belgium,2018,206.61
Annual,Euro,Heifers - prices per 100 kg live weight,Belgium,2019,215.46
Annual,Euro,Heifers - prices per 100 kg live weight,Belgium,2020,223.11
Annual,Euro,Heifers - prices per 100 kg live weight,Bulgaria,2011,87.16
Annual,Euro,Heifers - prices per 100 kg live weight,Bulgaria,2012,100.58
Annual,Euro,Heifers - prices per 100 kg live weight,Bulgaria,2013,124.04
Annual,Euro,Heifers - prices per 100 kg live weight,Bulgaria,2014,142.58
Annual,Euro,Heifers - prices per 100 kg live weight,Bulgaria,2015,144.36
Annual,Euro,Heifers - prices per 100 kg live weight,Bulgaria,2016,90.35
Annual,Euro,Heifers - prices per 100 kg live weight,Bulgaria,2017,119.19
Annual,Euro,Heifers - prices per 100 kg live weight,Bulgaria,2018,105.16
Annual,Euro,Heifers - prices per 100 kg live weight,Bulgaria,2019,110.64
Annual,Euro,Heifers - prices per 100 kg live weight,Bulgaria,2020,144.18
Annual,Euro,Heifers - prices per 100 kg live weight,Cyprus,2011,248.1
Annual,Euro,Heifers - prices per 100 kg live weight,Cyprus,2012,249.5
Annual,Euro,Heifers - prices per 100 kg live weight,Cyprus,2013,249.0
Annual,Euro,Heifers - prices per 100 kg live weight,Cyprus,2014,247.6
Annual,Euro,Heifers - prices per 100 kg live weight,Cyprus,2015,215.1
Annual,Euro,Heifers - prices per 100 kg live weight,Cyprus,2016,211.52
Annual,Euro,Heifers - prices per 100 kg live weight,Cyprus,2017,211.01
Annual,Euro,Heifers - prices per 100 kg live weight,Cyprus,2018,217.52
Annual,Euro,Heifers - prices per 100 kg live weight,Cyprus,2019,205.0
Annual,Euro,Heifers - prices per 100 kg live weight,Cyprus,2020,229.38
Annual,Euro,Heifers - prices per 100 kg live weight,Czechia,2011,129.28
Annual,Euro,Heifers - prices per 100 kg live weight,Czechia,2012,139.69
Annual,Euro,Heifers - prices per 100 kg live weight,Czechia,2013,139.57
Annual,Euro,Heifers - prices per 100 kg live weight,Czechia,2014,130.52
Annual,Euro,Heifers - prices per 100 kg live weight,Czechia,2015,136.08
Annual,Euro,Heifers - prices per 100 kg live weight,Czechia,2016,132.31
Annual,Euro,Heifers - prices per 100 kg live weight,Czechia,2017,140.93
Annual,Euro,Heifers - prices per 100 kg live weight,Czechia,2018,144.11
Annual,Euro,Heifers - prices per 100 kg live weight,Czechia,2019,140.05
Annual,Euro,Heifers - prices per 100 kg live weight,Czechia,2020,128.1
Annual,Euro,Heifers - prices per 100 kg live weight,Germany,2014,201.3
Annual,Euro,Heifers - prices per 100 kg live weight,Germany,2015,199.65
Annual,Euro,Heifers - prices per 100 kg live weight,Germany,2016,193.05
Annual,Euro,Heifers - prices per 100 kg live weight,Germany,2017,199.1
Annual,Euro,Heifers - prices per 100 kg live weight,Germany,2018,202.4
Annual,Euro,Heifers - prices per 100 kg live weight,Germany,2019,198.45
Annual,Euro,Heifers - prices per 100 kg live weight,Germany,2020,173.68
Annual,Euro,Heifers - prices per 100 kg live weight,Denmark,2011,138.38
Annual,Euro,Heifers - prices per 100 kg live weight,Denmark,2012,155.97
Annual,Euro,Heifers - prices per 100 kg live weight,Denmark,2013,156.21
Annual,Euro,Heifers - prices per 100 kg live weight,Denmark,2014,136.73
Annual,Euro,Heifers - prices per 100 kg live weight,Denmark,2015,143.05
Annual,Euro,Heifers - prices per 100 kg live weight,Denmark,2016,136.49
Annual,Euro,Heifers - prices per 100 kg live weight,Denmark,2017,152.1
Annual,Euro,Heifers - prices per 100 kg live weight,Denmark,2018,157.3
Annual,Euro,Heifers - prices per 100 kg live weight,Denmark,2019,145.08
Annual,Euro,Heifers - prices per 100 kg live weight,Denmark,2020,140.28
Annual,Euro,Heifers - prices per 100 kg live weight,Spain,2011,170.32
Annual,Euro,Heifers - prices per 100 kg live weight,Spain,2012,185.64
Annual,Euro,Heifers - prices per 100 kg live weight,Spain,2013,201.71
Annual,Euro,Heifers - prices per 100 kg live weight,Spain,2014,201.32
Annual,Euro,Heifers - prices per 100 kg live weight,Spain,2015,186.24
Annual,Euro,Heifers - prices per 100 kg live weight,Spain,2016,195.55
Annual,Euro,Heifers - prices per 100 kg live weight,Spain,2017,215.21
Annual,Euro,Heifers - prices per 100 kg live weight,Spain,2018,213.0
Annual,Euro,Heifers - prices per 100 kg live weight,Spain,2019,206.85
Annual,Euro,Heifers - prices per 100 kg live weight,Spain,2020,198.11
Annual,Euro,Heifers - prices per 100 kg live weight,France,2011,364.25
Annual,Euro,Heifers - prices per 100 kg live weight,France,2012,371.67
Annual,Euro,Heifers - prices per 100 kg live weight,France,2013,414.33
Annual,Euro,Heifers - prices per 100 kg live weight,France,2014,393.2
Annual,Euro,Heifers - prices per 100 kg live weight,France,2015,385.9
Annual,Euro,Heifers - prices per 100 kg live weight,France,2016,367.9
Annual,Euro,Heifers - prices per 100 kg live weight,Ireland,2011,189.02
Annual,Euro,Heifers - prices per 100 kg live weight,Ireland,2012,215.61
Annual,Euro,Heifers - prices per 100 kg live weight,Ireland,2013,217.58
Annual,Euro,Heifers - prices per 100 kg live weight,Ireland,2014,205.05
Annual,Euro,Heifers - prices per 100 kg live weight,Ireland,2015,224.86
Annual,Euro,Heifers - prices per 100 kg live weight,Ireland,2016,209.88
Annual,Euro,Heifers - prices per 100 kg live weight,Ireland,2017,211.88
Annual,Euro,Heifers - prices per 100 kg live weight,Ireland,2018,208.68
Annual,Euro,Heifers - prices per 100 kg live weight,Ireland,2019,197.25
Annual,Euro,Heifers - prices per 100 kg live weight,Ireland,2020,202.71
Annual,Euro,Heifers - prices per 100 kg live weight,Lithuania,2011,113.92
Annual,Euro,Heifers - prices per 100 kg live weight,Lithuania,2012,130.17
Annual,Euro,Heifers - prices per 100 kg live weight,Lithuania,2013,121.28
Annual,Euro,Heifers - prices per 100 kg live weight,Lithuania,2014,108.5
Annual,Euro,Heifers - prices per 100 kg live weight,Lithuania,2015,102.55
Annual,Euro,Heifers - prices per 100 kg live weight,Lithuania,2016,102.08
Annual,Euro,Heifers - prices per 100 kg live weight,Lithuania,2017,116.11
Annual,Euro,Heifers - prices per 100 kg live weight,Lithuania,2018,124.17
Annual,Euro,Heifers - prices per 100 kg live weight,Lithuania,2019,122.35
Annual,Euro,Heifers - prices per 100 kg live weight,Lithuania,2020,120.46
Annual,Euro,Heifers - prices per 100 kg live weight,Luxembourg,2011,188.5
Annual,Euro,Heifers - prices per 100 kg live weight,Luxembourg,2012,205.2
Annual,Euro,Heifers - prices per 100 kg live weight,Luxembourg,2013,221.4
Annual,Euro,Heifers - prices per 100 kg live weight,Luxembourg,2014,218.2
Annual,Euro,Heifers - prices per 100 kg live weight,Luxembourg,2015,219.8
Annual,Euro,Heifers - prices per 100 kg live weight,Luxembourg,2016,221.9
Annual,Euro,Heifers - prices per 100 kg live weight,Luxembourg,2017,223.0
Annual,Euro,Heifers - prices per 100 kg live weight,Luxembourg,2018,223.0
Annual,Euro,Heifers - prices per 100 kg live weight,Luxembourg,2019,221.9
Annual,Euro,Heifers - prices per 100 kg live weight,Luxembourg,2020,218.7
Annual,Euro,Heifers - prices per 100 kg live weight,Latvia,2011,93.86
Annual,Euro,Heifers - prices per 100 kg live weight,Latvia,2012,110.35
Annual,Euro,Heifers - prices per 100 kg live weight,Latvia,2013,103.5
Annual,Euro,Heifers - prices per 100 kg live weight,Latvia,2014,86.12
