freq,unit,pesticid,geo,TIME_PERIOD,OBS_VALUE
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Spain,2014,14908032
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Spain,2015,15586625
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Spain,2016,15224454
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Spain,2017,16077356
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Spain,2018,16592907
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Spain,2019,17022958
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Spain,2020,20199361
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Finland,2011,1452126
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Finland,2012,1223838
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Finland,2013,1132945
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Finland,2014,1305705
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Finland,2015,1376984
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Finland,2016,1264470
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Finland,2017,1006413
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Finland,2018,982359
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Finland,2019,1106760
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Finland,2020,1154997
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",France,2011,29252304
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",France,2012,27800650
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",France,2013,27882963
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",France,2014,31034696
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",France,2015,30595770
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",France,2016,30155584
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",France,2017,30252649
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",France,2018,34354391
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",France,2019,22483780
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",France,2020,29154050
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Croatia,2013,829438
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Croatia,2014,889117
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Croatia,2015,820899
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Croatia,2016,742557
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Croatia,2017,668739
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Croatia,2018,717673
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Croatia,2019,699638
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Croatia,2020,729914
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Hungary,2012,3824102
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Hungary,2013,3562123
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Hungary,2014,4011149
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Hungary,2015,4270181
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Hungary,2016,4580315
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Hungary,2017,4269854
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Hungary,2018,3824089
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Hungary,2019,3905683
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Hungary,2020,4264633
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Ireland,2011,2811899
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Ireland,2012,1807584
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Ireland,2013,2004814
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Ireland,2014,2391861
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Ireland,2015,2482278
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Ireland,2016,2243469
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Ireland,2017,1916141
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Ireland,2018,1833054
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Ireland,2019,1844951
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Ireland,2020,2262447
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Iceland,2015,3517
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Iceland,2016,2778
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Iceland,2017,1945
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Iceland,2018,1708
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Iceland,2019,749
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Iceland,2020,451
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Italy,2011,8327293
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Italy,2012,8055924
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Italy,2013,7750988
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Italy,2014,7798745
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Italy,2015,7950433
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Italy,2016,7486496
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Italy,2017,7114263
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Italy,2018,6880130
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Italy,2019,8524270
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Italy,2020,9749762
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Lithuania,2011,1772873
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Lithuania,2012,1715221
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Lithuania,2013,1421923
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Lithuania,2014,1394236
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Lithuania,2015,1371539
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Lithuania,2016,1432729
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Lithuania,2017,1251548
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Lithuania,2018,1053599
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Lithuania,2019,1199217
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Lithuania,2020,1487050
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Luxembourg,2011,102073
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Luxembourg,2012,96467
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Luxembourg,2013,82778
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Luxembourg,2014,88601
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Luxembourg,2015,83354
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Luxembourg,2016,61078
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Luxembourg,2017,60765
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Luxembourg,2018,54178
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Luxembourg,2019,49073
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Luxembourg,2020,60225
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Latvia,2011,723549
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Latvia,2012,795822
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Latvia,2013,728065
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Latvia,2014,847500
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Latvia,2015,861076
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Latvia,2016,986892
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Latvia,2017,801179
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Latvia,2018,965291
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Latvia,2019,972018
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Latvia,2020,1167424
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Montenegro,2017,20897
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Montenegro,2018,18921
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Montenegro,2019,19144
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Montenegro,2020,21976
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Malta,2011,6223
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Malta,2012,7959
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Malta,2013,7006
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Malta,2014,7632
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Malta,2015,4748
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Malta,2016,5609
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Malta,2017,2244
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Malta,2018,3247
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Malta,2019,2234
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Malta,2020,2899
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Netherlands,2011,3011210
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Netherlands,2012,3029202
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Netherlands,2013,2750607
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Netherlands,2014,3246596
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Netherlands,2015,2864819
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Netherlands,2016,2732946
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Netherlands,2017,2882972
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Netherlands,2018,2960908
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Netherlands,2019,2720894
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Netherlands,2020,2621553
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Norway,2011,679669
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Norway,2012,628083
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Norway,2013,615334
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Norway,2014,692573
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Norway,2015,468275
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Norway,2016,523546
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Norway,2017,495111
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Norway,2018,484891
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Norway,2019,479006
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Norway,2020,520801
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Poland,2011,12408486
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Poland,2012,12654357
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Poland,2013,12518197
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Poland,2014,12073411
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Poland,2015,12189714
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Poland,2016,12693320
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Poland,2017,13655478
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Poland,2018,11370744
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Poland,2019,11705375
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Poland,2020,12809348
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Portugal,2011,1995991
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Portugal,2012,1768620
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Portugal,2013,1611017
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Portugal,2014,2410806
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Portugal,2015,2122470
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Portugal,2016,1905180
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Portugal,2017,1899471
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Portugal,2018,1938900
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Portugal,2019,2222363
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Portugal,2020,2401922
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Romania,2011,6770904
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Romania,2012,6614042
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Romania,2013,6034253
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Romania,2014,5025373
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Romania,2015,6353159
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Romania,2016,5066293
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Romania,2017,5486476
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Romania,2018,5187911
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Romania,2019,4012721
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Romania,2020,4125502
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Sweden,2011,2136107
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Sweden,2012,2087116
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Sweden,2013,1772813
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Sweden,2014,2103771
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Sweden,2015,1829323
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Sweden,2016,1633008
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Sweden,2017,1731236
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Sweden,2018,1482790
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Sweden,2019,1543585
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Sweden,2020,1707955
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Slovenia,2011,264289
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Slovenia,2012,257006
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Slovenia,2013,223472
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Slovenia,2014,238503
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Slovenia,2015,224430
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Slovenia,2016,246996
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Slovenia,2017,235302
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Slovenia,2018,256840
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Slovenia,2019,171761
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Slovenia,2020,180872
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Slovakia,2011,1079871
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Slovakia,2012,1257380
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Slovakia,2013,1157477
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Slovakia,2014,1215096
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Slovakia,2016,1080278
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Slovakia,2017,1105104
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Slovakia,2018,1328923
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Slovakia,2019,1159510
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Slovakia,2020,1107929
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Türkiye,2016,3518918
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Türkiye,2017,11825475
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Türkiye,2018,14927638
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Türkiye,2019,7158834
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",Türkiye,2020,13250000
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",United Kingdom,2011,11603879
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",United Kingdom,2012,10979419
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",United Kingdom,2013,10467067
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",United Kingdom,2014,12418936
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",United Kingdom,2015,11463648
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",United Kingdom,2016,9810278
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",United Kingdom,2017,9681731
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",United Kingdom,2018,10891852
Annual,Kilogram,"Herbicides, haulm destructors and moss killers",United Kingdom,2019,9890402
Annual,Kilogram,Insecticides and acaricides,Austria,2011,247982
Annual,Kilogram,Insecticides and acaricides,Austria,2012,244079
Annual,Kilogram,Insecticides and acaricides,Austria,2013,238252
Annual,Kilogram,Insecticides and acaricides,Austria,2014,240298
Annual,Kilogram,Insecticides and acaricides,Austria,2015,195649
Annual,Kilogram,Insecticides and acaricides,Austria,2016,936405
Annual,Kilogram,Insecticides and acaricides,Austria,2017,1185853
Annual,Kilogram,Insecticides and acaricides,Austria,2018,1568970
Annual,Kilogram,Insecticides and acaricides,Austria,2019,1612713
Annual,Kilogram,Insecticides and acaricides,Austria,2020,2362720
Annual,Kilogram,Insecticides and acaricides,Belgium,2011,653663
Annual,Kilogram,Insecticides and acaricides,Belgium,2012,551736
Annual,Kilogram,Insecticides and acaricides,Belgium,2013,608164
Annual,Kilogram,Insecticides and acaricides,Belgium,2014,547326
Annual,Kilogram,Insecticides and acaricides,Belgium,2015,559937
Annual,Kilogram,Insecticides and acaricides,Belgium,2016,527663
Annual,Kilogram,Insecticides and acaricides,Belgium,2017,584308
Annual,Kilogram,Insecticides and acaricides,Belgium,2018,507788
Annual,Kilogram,Insecticides and acaricides,Belgium,2019,417383
Annual,Kilogram,Insecticides and acaricides,Belgium,2020,648348
Annual,Kilogram,Insecticides and acaricides,Bulgaria,2012,83058
Annual,Kilogram,Insecticides and acaricides,Bulgaria,2013,110152
Annual,Kilogram,Insecticides and acaricides,Bulgaria,2014,163439
Annual,Kilogram,Insecticides and acaricides,Bulgaria,2015,286100
Annual,Kilogram,Insecticides and acaricides,Bulgaria,2016,702831
Annual,Kilogram,Insecticides and acaricides,Bulgaria,2017,373564
Annual,Kilogram,Insecticides and acaricides,Bulgaria,2018,596356
Annual,Kilogram,Insecticides and acaricides,Bulgaria,2019,727307
Annual,Kilogram,Insecticides and acaricides,Bulgaria,2020,502890
Annual,Kilogram,Insecticides and acaricides,Switzerland,2011,260768
Annual,Kilogram,Insecticides and acaricides,Switzerland,2012,278859
Annual,Kilogram,Insecticides and acaricides,Switzerland,2013,280494
Annual,Kilogram,Insecticides and acaricides,Switzerland,2014,287181
Annual,Kilogram,Insecticides and acaricides,Switzerland,2015,217910
Annual,Kilogram,Insecticides and acaricides,Switzerland,2016,269786
Annual,Kilogram,Insecticides and acaricides,Switzerland,2017,250270
Annual,Kilogram,Insecticides and acaricides,Switzerland,2018,228134
Annual,Kilogram,Insecticides and acaricides,Switzerland,2019,293207
Annual,Kilogram,Insecticides and acaricides,Switzerland,2020,256927
Annual,Kilogram,Insecticides and acaricides,Cyprus,2011,158669
Annual,Kilogram,Insecticides and acaricides,Cyprus,2012,168179
Annual,Kilogram,Insecticides and acaricides,Cyprus,2013,176869
Annual,Kilogram,Insecticides and acaricides,Cyprus,2014,166763
Annual,Kilogram,Insecticides and acaricides,Cyprus,2015,103927
Annual,Kilogram,Insecticides and acaricides,Cyprus,2016,112985
Annual,Kilogram,Insecticides and acaricides,Cyprus,2017,124258
Annual,Kilogram,Insecticides and acaricides,Cyprus,2018,151083
Annual,Kilogram,Insecticides and acaricides,Cyprus,2019,134635
Annual,Kilogram,Insecticides and acaricides,Cyprus,2020,91154
Annual,Kilogram,Insecticides and acaricides,Czechia,2011,290967
Annual,Kilogram,Insecticides and acaricides,Czechia,2012,287724
Annual,Kilogram,Insecticides and acaricides,Czechia,2013,270033
Annual,Kilogram,Insecticides and acaricides,Czechia,2014,343824
Annual,Kilogram,Insecticides and acaricides,Czechia,2015,336549
Annual,Kilogram,Insecticides and acaricides,Czechia,2016,375294
Annual,Kilogram,Insecticides and acaricides,Czechia,2017,174044
Annual,Kilogram,Insecticides and acaricides,Czechia,2018,291603
Annual,Kilogram,Insecticides and acaricides,Czechia,2019,307083
Annual,Kilogram,Insecticides and acaricides,Czechia,2020,151212
Annual,Kilogram,Insecticides and acaricides,Germany,2011,11831598
Annual,Kilogram,Insecticides and acaricides,Germany,2012,12994675
Annual,Kilogram,Insecticides and acaricides,Germany,2013,12142621
Annual,Kilogram,Insecticides and acaricides,Germany,2014,12635454
Annual,Kilogram,Insecticides and acaricides,Germany,2015,14874688
Annual,Kilogram,Insecticides and acaricides,Germany,2016,15462331
Annual,Kilogram,Insecticides and acaricides,Germany,2017,14548167
Annual,Kilogram,Insecticides and acaricides,Germany,2018,16235783
Annual,Kilogram,Insecticides and acaricides,Germany,2019,18664578
Annual,Kilogram,Insecticides and acaricides,Germany,2020,21246799
Annual,Kilogram,Insecticides and acaricides,Denmark,2011,44940
Annual,Kilogram,Insecticides and acaricides,Denmark,2012,77174
Annual,Kilogram,Insecticides and acaricides,Denmark,2013,73780
Annual,Kilogram,Insecticides and acaricides,Denmark,2014,36949
Annual,Kilogram,Insecticides and acaricides,Denmark,2015,41440
Annual,Kilogram,Insecticides and acaricides,Denmark,2016,42063
Annual,Kilogram,Insecticides and acaricides,Denmark,2017,44329
Annual,Kilogram,Insecticides and acaricides,Denmark,2018,45541
Annual,Kilogram,Insecticides and acaricides,Denmark,2019,57266
Annual,Kilogram,Insecticides and acaricides,Denmark,2020,31612
Annual,Kilogram,Insecticides and acaricides,Estonia,2017,26102
Annual,Kilogram,Insecticides and acaricides,Estonia,2018,28749
Annual,Kilogram,Insecticides and acaricides,Estonia,2019,32565
Annual,Kilogram,Insecticides and acaricides,Estonia,2020,16375
Annual,Kilogram,Insecticides and acaricides,Greece,2011,1095293
Annual,Kilogram,Insecticides and acaricides,Greece,2012,902709
Annual,Kilogram,Insecticides and acaricides,Greece,2013,1284187
Annual,Kilogram,Insecticides and acaricides,Greece,2014,585148
Annual,Kilogram,Insecticides and acaricides,Greece,2015,687708
Annual,Kilogram,Insecticides and acaricides,Greece,2016,921033
Annual,Kilogram,Insecticides and acaricides,Greece,2017,892763
Annual,Kilogram,Insecticides and acaricides,Greece,2018,1008807
Annual,Kilogram,Insecticides and acaricides,Greece,2019,964556
Annual,Kilogram,Insecticides and acaricides,Greece,2020,860835
Annual,Kilogram,Insecticides and acaricides,Spain,2011,8045495
Annual,Kilogram,Insecticides and acaricides,Spain,2012,7637807
Annual,Kilogram,Insecticides and acaricides,Spain,2013,6815699
Annual,Kilogram,Insecticides and acaricides,Spain,2014,7575400
Annual,Kilogram,Insecticides and acaricides,Spain,2015,6768826
Annual,Kilogram,Insecticides and acaricides,Spain,2016,7500979
Annual,Kilogram,Insecticides and acaricides,Spain,2017,6549043
Annual,Kilogram,Insecticides and acaricides,Spain,2018,6488405
Annual,Kilogram,Insecticides and acaricides,Spain,2019,7636039
Annual,Kilogram,Insecticides and acaricides,Spain,2020,8165124
Annual,Kilogram,Insecticides and acaricides,Finland,2011,31631
Annual,Kilogram,Insecticides and acaricides,Finland,2012,31320
Annual,Kilogram,Insecticides and acaricides,Finland,2013,25546
Annual,Kilogram,Insecticides and acaricides,Finland,2014,13191
Annual,Kilogram,Insecticides and acaricides,Finland,2015,18843
Annual,Kilogram,Insecticides and acaricides,Finland,2016,18405
Annual,Kilogram,Insecticides and acaricides,Finland,2017,24998
Annual,Kilogram,Insecticides and acaricides,Finland,2018,20947
Annual,Kilogram,Insecticides and acaricides,Finland,2019,23190
Annual,Kilogram,Insecticides and acaricides,Finland,2020,11666
Annual,Kilogram,Insecticides and acaricides,France,2011,2190206
Annual,Kilogram,Insecticides and acaricides,France,2012,2363015
Annual,Kilogram,Insecticides and acaricides,France,2013,2282569
Annual,Kilogram,Insecticides and acaricides,France,2014,2538625
Annual,Kilogram,Insecticides and acaricides,France,2015,2569970
Annual,Kilogram,Insecticides and acaricides,France,2016,3650742
Annual,Kilogram,Insecticides and acaricides,France,2017,3785871
Annual,Kilogram,Insecticides and acaricides,France,2018,4861340
Annual,Kilogram,Insecticides and acaricides,France,2019,4366791
Annual,Kilogram,Insecticides and acaricides,France,2020,5865208
Annual,Kilogram,Insecticides and acaricides,Croatia,2013,135129
Annual,Kilogram,Insecticides and acaricides,Croatia,2014,143090
Annual,Kilogram,Insecticides and acaricides,Croatia,2015,139198
Annual,Kilogram,Insecticides and acaricides,Croatia,2016,134603
Annual,Kilogram,Insecticides and acaricides,Croatia,2017,115247
Annual,Kilogram,Insecticides and acaricides,Croatia,2018,126562
Annual,Kilogram,Insecticides and acaricides,Croatia,2019,122342
Annual,Kilogram,Insecticides and acaricides,Croatia,2020,119186
Annual,Kilogram,Insecticides and acaricides,Hungary,2012,670897
Annual,Kilogram,Insecticides and acaricides,Hungary,2013,662560
Annual,Kilogram,Insecticides and acaricides,Hungary,2014,977672
Annual,Kilogram,Insecticides and acaricides,Hungary,2015,911022
Annual,Kilogram,Insecticides and acaricides,Hungary,2016,841828
Annual,Kilogram,Insecticides and acaricides,Hungary,2017,859884
Annual,Kilogram,Insecticides and acaricides,Hungary,2018,787295
Annual,Kilogram,Insecticides and acaricides,Hungary,2019,690025
Annual,Kilogram,Insecticides and acaricides,Hungary,2020,582594
Annual,Kilogram,Insecticides and acaricides,Ireland,2011,47513
Annual,Kilogram,Insecticides and acaricides,Ireland,2012,41502
Annual,Kilogram,Insecticides and acaricides,Ireland,2013,45941
Annual,Kilogram,Insecticides and acaricides,Ireland,2014,50651
Annual,Kilogram,Insecticides and acaricides,Ireland,2015,58068
Annual,Kilogram,Insecticides and acaricides,Ireland,2016,32759
Annual,Kilogram,Insecticides and acaricides,Ireland,2017,52821
Annual,Kilogram,Insecticides and acaricides,Ireland,2018,29244
Annual,Kilogram,Insecticides and acaricides,Ireland,2019,23000
Annual,Kilogram,Insecticides and acaricides,Ireland,2020,9958
Annual,Kilogram,Insecticides and acaricides,Iceland,2015,680
Annual,Kilogram,Insecticides and acaricides,Iceland,2016,140
Annual,Kilogram,Insecticides and acaricides,Iceland,2017,206
Annual,Kilogram,Insecticides and acaricides,Iceland,2018,242
Annual,Kilogram,Insecticides and acaricides,Iceland,2019,11
Annual,Kilogram,Insecticides and acaricides,Iceland,2020,52
Annual,Kilogram,Insecticides and acaricides,Italy,2011,2493839
Annual,Kilogram,Insecticides and acaricides,Italy,2012,2364839
Annual,Kilogram,Insecticides and acaricides,Italy,2013,1978144
Annual,Kilogram,Insecticides and acaricides,Italy,2014,2046631
Annual,Kilogram,Insecticides and acaricides,Italy,2015,2279343
Annual,Kilogram,Insecticides and acaricides,Italy,2016,2021704
Annual,Kilogram,Insecticides and acaricides,Italy,2017,2725868
Annual,Kilogram,Insecticides and acaricides,Italy,2018,1652991
Annual,Kilogram,Insecticides and acaricides,Italy,2019,1682583
Annual,Kilogram,Insecticides and acaricides,Italy,2020,4705180
Annual,Kilogram,Insecticides and acaricides,Lithuania,2011,26359
Annual,Kilogram,Insecticides and acaricides,Lithuania,2012,44898
Annual,Kilogram,Insecticides and acaricides,Lithuania,2013,43707
Annual,Kilogram,Insecticides and acaricides,Lithuania,2014,47213
Annual,Kilogram,Insecticides and acaricides,Lithuania,2015,33217
Annual,Kilogram,Insecticides and acaricides,Lithuania,2016,45316
Annual,Kilogram,Insecticides and acaricides,Lithuania,2017,53837
