freq,crops,pesticid,unit,geo,TIME_PERIOD,OBS_VALUE
Annual,Potatoes (including seed potatoes),"Herbicides, haulm destructors and moss killers",Kilogram,Croatia,2019,13665.0
Annual,Potatoes (including seed potatoes),"Herbicides, haulm destructors and moss killers",Kilogram,Ireland,2012,19909.0
Annual,Potatoes (including seed potatoes),"Herbicides, haulm destructors and moss killers",Kilogram,Italy,2013,36716.0
Annual,Potatoes (including seed potatoes),"Herbicides, haulm destructors and moss killers",Kilogram,Italy,2018,27025.0
Annual,Potatoes (including seed potatoes),"Herbicides, haulm destructors and moss killers",Kilogram,Italy,2019,18472.0
Annual,Potatoes (including seed potatoes),"Herbicides, haulm destructors and moss killers",Kilogram,Lithuania,2014,3436.0
Annual,Potatoes (including seed potatoes),"Herbicides, haulm destructors and moss killers",Kilogram,Lithuania,2018,2635.0
Annual,Potatoes (including seed potatoes),"Herbicides, haulm destructors and moss killers",Kilogram,Luxembourg,2012,1670.0
Annual,Potatoes (including seed potatoes),"Herbicides, haulm destructors and moss killers",Kilogram,Luxembourg,2013,1542.0
Annual,Potatoes (including seed potatoes),"Herbicides, haulm destructors and moss killers",Kilogram,Luxembourg,2018,3250.0
Annual,Potatoes (including seed potatoes),"Herbicides, haulm destructors and moss killers",Kilogram,Latvia,2014,2247.0
Annual,Potatoes (including seed potatoes),"Herbicides, haulm destructors and moss killers",Kilogram,Latvia,2019,2451.0
Annual,Potatoes (including seed potatoes),"Herbicides, haulm destructors and moss killers",Kilogram,Malta,2014,295.0
Annual,Potatoes (including seed potatoes),"Herbicides, haulm destructors and moss killers",Kilogram,Netherlands,2012,458778.0
Annual,Potatoes (including seed potatoes),"Herbicides, haulm destructors and moss killers",Kilogram,Netherlands,2016,446943.0
Annual,Potatoes (including seed potatoes),"Herbicides, haulm destructors and moss killers",Kilogram,Netherlands,2020,309438.0
Annual,Potatoes (including seed potatoes),"Herbicides, haulm destructors and moss killers",Kilogram,Norway,2014,12369.0
Annual,Potatoes (including seed potatoes),"Herbicides, haulm destructors and moss killers",Kilogram,Norway,2017,9849.0
Annual,Potatoes (including seed potatoes),"Herbicides, haulm destructors and moss killers",Kilogram,Poland,2012,80167.0
Annual,Potatoes (including seed potatoes),"Herbicides, haulm destructors and moss killers",Kilogram,Poland,2017,92297.0
Annual,Potatoes (including seed potatoes),"Herbicides, haulm destructors and moss killers",Kilogram,Portugal,2013,8049.0
Annual,Potatoes (including seed potatoes),"Herbicides, haulm destructors and moss killers",Kilogram,Portugal,2017,11623.0
Annual,Potatoes (including seed potatoes),"Herbicides, haulm destructors and moss killers",Kilogram,Romania,2013,31077.0
Annual,Potatoes (including seed potatoes),"Herbicides, haulm destructors and moss killers",Kilogram,Romania,2018,99085.0
Annual,Potatoes (including seed potatoes),"Herbicides, haulm destructors and moss killers",Kilogram,Sweden,2017,20378.0
Annual,Potatoes (including seed potatoes),"Herbicides, haulm destructors and moss killers",Kilogram,Slovakia,2014,5571.0
Annual,Potatoes (including seed potatoes),"Herbicides, haulm destructors and moss killers",Kilogram,Slovakia,2018,7555.0
Annual,Potatoes (including seed potatoes),Insecticides and acaricides,Kilogram,Austria,2012,1743.0
Annual,Potatoes (including seed potatoes),Insecticides and acaricides,Kilogram,Austria,2017,10261.0
Annual,Potatoes (including seed potatoes),Insecticides and acaricides,Kilogram,Belgium,2017,213738.0
Annual,Potatoes (including seed potatoes),Insecticides and acaricides,Kilogram,Cyprus,2011,3214.0
Annual,Potatoes (including seed potatoes),Insecticides and acaricides,Kilogram,Cyprus,2019,2066.0
Annual,Potatoes (including seed potatoes),Insecticides and acaricides,Kilogram,Czechia,2014,2196.0
Annual,Potatoes (including seed potatoes),Insecticides and acaricides,Kilogram,Czechia,2019,2568.0
Annual,Potatoes (including seed potatoes),Insecticides and acaricides,Kilogram,Germany,2014,8811.0
Annual,Potatoes (including seed potatoes),Insecticides and acaricides,Kilogram,Germany,2018,16649.0
Annual,Potatoes (including seed potatoes),Insecticides and acaricides,Kilogram,Denmark,2014,1125.0
Annual,Potatoes (including seed potatoes),Insecticides and acaricides,Kilogram,Denmark,2017,2606.0
Annual,Potatoes (including seed potatoes),Insecticides and acaricides,Kilogram,Estonia,2014,68.0
Annual,Potatoes (including seed potatoes),Insecticides and acaricides,Kilogram,Estonia,2015,50.0
Annual,Potatoes (including seed potatoes),Insecticides and acaricides,Kilogram,Estonia,2020,14.0
Annual,Potatoes (including seed potatoes),Insecticides and acaricides,Kilogram,Spain,2019,2410.0
Annual,Potatoes (including seed potatoes),Insecticides and acaricides,Kilogram,Finland,2013,19.0
Annual,Potatoes (including seed potatoes),Insecticides and acaricides,Kilogram,France,2011,560727.0
Annual,Potatoes (including seed potatoes),Insecticides and acaricides,Kilogram,France,2017,1327476.0
Annual,Potatoes (including seed potatoes),Insecticides and acaricides,Kilogram,Croatia,2014,3919.0
Annual,Potatoes (including seed potatoes),Insecticides and acaricides,Kilogram,Croatia,2019,1055.0
Annual,Potatoes (including seed potatoes),Insecticides and acaricides,Kilogram,Ireland,2012,1048.0
Annual,Potatoes (including seed potatoes),Insecticides and acaricides,Kilogram,Italy,2013,19930.0
Annual,Potatoes (including seed potatoes),Insecticides and acaricides,Kilogram,Italy,2018,13023.0
Annual,Potatoes (including seed potatoes),Insecticides and acaricides,Kilogram,Italy,2019,14619.0
Annual,Potatoes (including seed potatoes),Insecticides and acaricides,Kilogram,Lithuania,2014,735.0
Annual,Potatoes (including seed potatoes),Insecticides and acaricides,Kilogram,Lithuania,2018,71.0
Annual,Potatoes (including seed potatoes),Insecticides and acaricides,Kilogram,Luxembourg,2012,29482.0
Annual,Potatoes (including seed potatoes),Insecticides and acaricides,Kilogram,Luxembourg,2013,19525.0
Annual,Potatoes (including seed potatoes),Insecticides and acaricides,Kilogram,Luxembourg,2018,23600.0
Annual,Potatoes (including seed potatoes),Insecticides and acaricides,Kilogram,Latvia,2014,84.0
Annual,Potatoes (including seed potatoes),Insecticides and acaricides,Kilogram,Latvia,2019,131.0
Annual,Potatoes (including seed potatoes),Insecticides and acaricides,Kilogram,Malta,2014,10.0
Annual,Potatoes (including seed potatoes),Insecticides and acaricides,Kilogram,Netherlands,2012,499933.0
Annual,Potatoes (including seed potatoes),Insecticides and acaricides,Kilogram,Netherlands,2016,517271.0
Annual,Potatoes (including seed potatoes),Insecticides and acaricides,Kilogram,Netherlands,2020,802155.0
Annual,Potatoes (including seed potatoes),Insecticides and acaricides,Kilogram,Norway,2014,200.0
Annual,Potatoes (including seed potatoes),Insecticides and acaricides,Kilogram,Poland,2012,7248.0
Annual,Potatoes (including seed potatoes),Insecticides and acaricides,Kilogram,Poland,2017,5914.0
Annual,Potatoes (including seed potatoes),Insecticides and acaricides,Kilogram,Portugal,2013,3440.0
Annual,Potatoes (including seed potatoes),Insecticides and acaricides,Kilogram,Portugal,2017,4353.0
Annual,Potatoes (including seed potatoes),Insecticides and acaricides,Kilogram,Romania,2013,18344.0
Annual,Potatoes (including seed potatoes),Insecticides and acaricides,Kilogram,Romania,2018,11474.0
Annual,Potatoes (including seed potatoes),Insecticides and acaricides,Kilogram,Sweden,2017,901.0
Annual,Potatoes (including seed potatoes),Insecticides and acaricides,Kilogram,Slovakia,2014,691.0
Annual,Potatoes (including seed potatoes),Molluscicides,Kilogram,Belgium,2017,46.0
Annual,Potatoes (including seed potatoes),Molluscicides,Kilogram,Czechia,2014,21.0
Annual,Potatoes (including seed potatoes),Molluscicides,Kilogram,Czechia,2019,2.0
Annual,Potatoes (including seed potatoes),Molluscicides,Kilogram,France,2017,19.0
Annual,Potatoes (including seed potatoes),Molluscicides,Kilogram,Ireland,2012,118.0
Annual,Potatoes (including seed potatoes),Molluscicides,Kilogram,Italy,2013,0.0
Annual,Potatoes (including seed potatoes),Molluscicides,Kilogram,Italy,2018,67.0
Annual,Potatoes (including seed potatoes),Molluscicides,Kilogram,Italy,2019,6.0
Annual,Potatoes (including seed potatoes),Molluscicides,Kilogram,Netherlands,2012,14.0
Annual,Potatoes (including seed potatoes),Molluscicides,Kilogram,Portugal,2013,0.0
Annual,Potatoes (including seed potatoes),Molluscicides,Kilogram,Portugal,2017,0.0
Annual,Potatoes (including seed potatoes),Molluscicides,Kilogram,Romania,2018,568.0
Annual,Potatoes (including seed potatoes),Plant growth regulators,Kilogram,Austria,2012,1753.0
Annual,Potatoes (including seed potatoes),Plant growth regulators,Kilogram,Austria,2017,4689.0
Annual,Potatoes (including seed potatoes),Plant growth regulators,Kilogram,Belgium,2017,43845.0
Annual,Potatoes (including seed potatoes),Plant growth regulators,Kilogram,Czechia,2014,594.0
Annual,Potatoes (including seed potatoes),Plant growth regulators,Kilogram,Czechia,2019,628.0
Annual,Potatoes (including seed potatoes),Plant growth regulators,Kilogram,Germany,2014,7882.0
Annual,Potatoes (including seed potatoes),Plant growth regulators,Kilogram,Germany,2018,46807.0
Annual,Potatoes (including seed potatoes),Plant growth regulators,Kilogram,Spain,2019,1.0
Annual,Potatoes (including seed potatoes),Plant growth regulators,Kilogram,France,2011,63469.0
Annual,Potatoes (including seed potatoes),Plant growth regulators,Kilogram,France,2017,165468.0
Annual,Potatoes (including seed potatoes),Plant growth regulators,Kilogram,Ireland,2012,771.0
Annual,Potatoes (including seed potatoes),Plant growth regulators,Kilogram,Italy,2013,2302.0
Annual,Potatoes (including seed potatoes),Plant growth regulators,Kilogram,Italy,2018,2624.0
Annual,Potatoes (including seed potatoes),Plant growth regulators,Kilogram,Italy,2019,436.0
Annual,Potatoes (including seed potatoes),Plant growth regulators,Kilogram,Luxembourg,2012,11.0
Annual,Potatoes (including seed potatoes),Plant growth regulators,Kilogram,Netherlands,2016,47809.0
Annual,Potatoes (including seed potatoes),Plant growth regulators,Kilogram,Netherlands,2020,65327.0
Annual,Potatoes (including seed potatoes),Plant growth regulators,Kilogram,Poland,2012,1518.0
Annual,Potatoes (including seed potatoes),Plant growth regulators,Kilogram,Poland,2017,495.0
Annual,Potatoes (including seed potatoes),Plant growth regulators,Kilogram,Portugal,2013,1.0
Annual,Potatoes (including seed potatoes),Plant growth regulators,Kilogram,Portugal,2017,6.0
Annual,Potatoes (including seed potatoes),Plant growth regulators,Kilogram,Romania,2013,101.0
Annual,Potatoes (including seed potatoes),Plant growth regulators,Kilogram,Romania,2018,25.0
Annual,Potatoes (including seed potatoes),Plant growth regulators,Kilogram,Slovakia,2014,2.0
Annual,Potatoes (including seed potatoes),Other plant protection products,Kilogram,Belgium,2017,17045.0
Annual,Potatoes (including seed potatoes),Other plant protection products,Kilogram,Cyprus,2019,619.0
Annual,Potatoes (including seed potatoes),Other plant protection products,Kilogram,Czechia,2014,5.0
Annual,Potatoes (including seed potatoes),Other plant protection products,Kilogram,Czechia,2019,1.0
Annual,Potatoes (including seed potatoes),Other plant protection products,Kilogram,Spain,2019,68.3
Annual,Potatoes (including seed potatoes),Other plant protection products,Kilogram,France,2011,244568.0
Annual,Potatoes (including seed potatoes),Other plant protection products,Kilogram,France,2017,171006.0
Annual,Potatoes (including seed potatoes),Other plant protection products,Kilogram,Italy,2013,1590.0
Annual,Potatoes (including seed potatoes),Other plant protection products,Kilogram,Italy,2018,567.0
Annual,Potatoes (including seed potatoes),Other plant protection products,Kilogram,Italy,2019,506.0
Annual,Potatoes (including seed potatoes),Other plant protection products,Kilogram,Netherlands,2012,656.0
Annual,Potatoes (including seed potatoes),Other plant protection products,Kilogram,Netherlands,2016,17388.0
Annual,Potatoes (including seed potatoes),Other plant protection products,Kilogram,Netherlands,2020,8270.0
Annual,Potatoes (including seed potatoes),Other plant protection products,Kilogram,Poland,2012,2102.0
Annual,Potatoes (including seed potatoes),Other plant protection products,Kilogram,Poland,2017,253.0
Annual,Potatoes (including seed potatoes),Other plant protection products,Kilogram,Portugal,2013,57.0
Annual,Potatoes (including seed potatoes),Other plant protection products,Kilogram,Portugal,2017,21.0
Annual,Potatoes (including seed potatoes),Other plant protection products,Kilogram,Romania,2013,1753.0
Annual,Potatoes (including seed potatoes),Other plant protection products,Kilogram,Romania,2018,0.0
Annual,Potatoes for fresh consumption,Fungicides and bactericides,Kilogram,Cyprus,2015,100589.0
Annual,Potatoes for fresh consumption,Fungicides and bactericides,Kilogram,Malta,2019,1378.0
Annual,Potatoes for fresh consumption,Fungicides and bactericides,Kilogram,Sweden,2017,25958.0
Annual,Potatoes for fresh consumption,"Herbicides, haulm destructors and moss killers",Kilogram,Cyprus,2015,7505.0
Annual,Potatoes for fresh consumption,"Herbicides, haulm destructors and moss killers",Kilogram,Malta,2019,63.0
Annual,Potatoes for fresh consumption,"Herbicides, haulm destructors and moss killers",Kilogram,Sweden,2017,16263.0
Annual,Potatoes for fresh consumption,Insecticides and acaricides,Kilogram,Cyprus,2015,3681.0
Annual,Potatoes for fresh consumption,Insecticides and acaricides,Kilogram,Malta,2019,20.0
Annual,Potatoes for fresh consumption,Insecticides and acaricides,Kilogram,Sweden,2017,121.0
Annual,Main harvest potatoes,Fungicides and bactericides,Kilogram,Finland,2018,17142.0
Annual,Main harvest potatoes,Fungicides and bactericides,Kilogram,Ireland,2016,59164.0
Annual,Main harvest potatoes,"Herbicides, haulm destructors and moss killers",Kilogram,Finland,2018,4563.0
Annual,Main harvest potatoes,"Herbicides, haulm destructors and moss killers",Kilogram,Ireland,2016,23940.0
Annual,Main harvest potatoes,Insecticides and acaricides,Kilogram,Finland,2018,15.0
Annual,Main harvest potatoes,Insecticides and acaricides,Kilogram,Ireland,2016,300.0
Annual,Main harvest potatoes,Molluscicides,Kilogram,Ireland,2016,553.0
Annual,Early potatoes,Fungicides and bactericides,Kilogram,Ireland,2016,4773.0
Annual,Early potatoes,"Herbicides, haulm destructors and moss killers",Kilogram,Ireland,2016,1576.0
Annual,Early potatoes,Insecticides and acaricides,Kilogram,Ireland,2016,109.0
Annual,Other potatoes for processing n.e.c.,Fungicides and bactericides,Kilogram,Sweden,2017,22959.0
Annual,Other potatoes for processing n.e.c.,"Herbicides, haulm destructors and moss killers",Kilogram,Sweden,2017,4115.0
Annual,Other potatoes for processing n.e.c.,Insecticides and acaricides,Kilogram,Sweden,2017,779.0
Annual,Seed potatoes,Fungicides and bactericides,Kilogram,Ireland,2016,2860.0
Annual,Seed potatoes,"Herbicides, haulm destructors and moss killers",Kilogram,Ireland,2016,716.0
Annual,Seed potatoes,Insecticides and acaricides,Kilogram,Ireland,2016,287.0
Annual,Seed potatoes,Molluscicides,Kilogram,Ireland,2016,7.0
Annual,Sugar beet (excluding seed),Fungicides and bactericides,Kilogram,Austria,2012,32252.0
Annual,Sugar beet (excluding seed),Fungicides and bactericides,Kilogram,Austria,2017,167084.0
Annual,Sugar beet (excluding seed),Fungicides and bactericides,Kilogram,Belgium,2017,21045.0
Annual,Sugar beet (excluding seed),Fungicides and bactericides,Kilogram,Czechia,2014,27400.0
Annual,Sugar beet (excluding seed),Fungicides and bactericides,Kilogram,Czechia,2019,35410.0
Annual,Sugar beet (excluding seed),Fungicides and bactericides,Kilogram,Germany,2014,138544.0
Annual,Sugar beet (excluding seed),Fungicides and bactericides,Kilogram,Germany,2018,125286.0
Annual,Sugar beet (excluding seed),Fungicides and bactericides,Kilogram,Finland,2013,267.0
Annual,Sugar beet (excluding seed),Fungicides and bactericides,Kilogram,Finland,2018,248.0
Annual,Sugar beet (excluding seed),Fungicides and bactericides,Kilogram,France,2011,200903.0
Annual,Sugar beet (excluding seed),Fungicides and bactericides,Kilogram,France,2017,342558.0
Annual,Sugar beet (excluding seed),Fungicides and bactericides,Kilogram,Croatia,2019,6454.0
Annual,Sugar beet (excluding seed),Fungicides and bactericides,Kilogram,Lithuania,2014,3041.0
Annual,Sugar beet (excluding seed),Fungicides and bactericides,Kilogram,Lithuania,2018,1098.0
Annual,Sugar beet (excluding seed),Fungicides and bactericides,Kilogram,Netherlands,2012,36808.0
Annual,Sugar beet (excluding seed),Fungicides and bactericides,Kilogram,Netherlands,2016,28485.0
Annual,Sugar beet (excluding seed),Fungicides and bactericides,Kilogram,Netherlands,2020,42085.0
Annual,Sugar beet (excluding seed),Fungicides and bactericides,Kilogram,Poland,2011,47632.0
Annual,Sugar beet (excluding seed),Fungicides and bactericides,Kilogram,Poland,2016,47439.0
Annual,Sugar beet (excluding seed),Fungicides and bactericides,Kilogram,Romania,2013,7508.0
Annual,Sugar beet (excluding seed),Fungicides and bactericides,Kilogram,Romania,2018,3770.0
Annual,Sugar beet (excluding seed),Fungicides and bactericides,Kilogram,Sweden,2017,3416.0
Annual,Sugar beet (excluding seed),Fungicides and bactericides,Kilogram,Slovakia,2014,9415.0
Annual,Sugar beet (excluding seed),Fungicides and bactericides,Kilogram,Slovakia,2018,14891.0
Annual,Sugar beet (excluding seed),"Herbicides, haulm destructors and moss killers",Kilogram,Austria,2012,229628.0
Annual,Sugar beet (excluding seed),"Herbicides, haulm destructors and moss killers",Kilogram,Austria,2017,160319.0
Annual,Sugar beet (excluding seed),"Herbicides, haulm destructors and moss killers",Kilogram,Belgium,2017,312367.0
Annual,Sugar beet (excluding seed),"Herbicides, haulm destructors and moss killers",Kilogram,Czechia,2014,212655.0
Annual,Sugar beet (excluding seed),"Herbicides, haulm destructors and moss killers",Kilogram,Czechia,2019,197085.0
Annual,Sugar beet (excluding seed),"Herbicides, haulm destructors and moss killers",Kilogram,Germany,2014,1661533.0
Annual,Sugar beet (excluding seed),"Herbicides, haulm destructors and moss killers",Kilogram,Germany,2018,1735622.0
Annual,Sugar beet (excluding seed),"Herbicides, haulm destructors and moss killers",Kilogram,Finland,2013,30248.0
Annual,Sugar beet (excluding seed),"Herbicides, haulm destructors and moss killers",Kilogram,Finland,2018,27490.0
Annual,Sugar beet (excluding seed),"Herbicides, haulm destructors and moss killers",Kilogram,France,2011,1257383.0
Annual,Sugar beet (excluding seed),"Herbicides, haulm destructors and moss killers",Kilogram,France,2017,1451941.0
Annual,Sugar beet (excluding seed),"Herbicides, haulm destructors and moss killers",Kilogram,Croatia,2019,26251.0
Annual,Sugar beet (excluding seed),"Herbicides, haulm destructors and moss killers",Kilogram,Lithuania,2014,42602.0
Annual,Sugar beet (excluding seed),"Herbicides, haulm destructors and moss killers",Kilogram,Lithuania,2018,34127.0
Annual,Sugar beet (excluding seed),"Herbicides, haulm destructors and moss killers",Kilogram,Netherlands,2012,311566.0
Annual,Sugar beet (excluding seed),"Herbicides, haulm destructors and moss killers",Kilogram,Netherlands,2016,242447.0
Annual,Sugar beet (excluding seed),"Herbicides, haulm destructors and moss killers",Kilogram,Netherlands,2020,309009.0
Annual,Sugar beet (excluding seed),"Herbicides, haulm destructors and moss killers",Kilogram,Poland,2011,445422.0
Annual,Sugar beet (excluding seed),"Herbicides, haulm destructors and moss killers",Kilogram,Poland,2016,440116.0
Annual,Sugar beet (excluding seed),"Herbicides, haulm destructors and moss killers",Kilogram,Romania,2013,42441.0
Annual,Sugar beet (excluding seed),"Herbicides, haulm destructors and moss killers",Kilogram,Romania,2018,32599.0
Annual,Sugar beet (excluding seed),"Herbicides, haulm destructors and moss killers",Kilogram,Slovakia,2014,86613.0
Annual,Sugar beet (excluding seed),"Herbicides, haulm destructors and moss killers",Kilogram,Slovakia,2018,78914.0
Annual,Sugar beet (excluding seed),Insecticides and acaricides,Kilogram,Austria,2012,4905.0
Annual,Sugar beet (excluding seed),Insecticides and acaricides,Kilogram,Austria,2017,3901.0
Annual,Sugar beet (excluding seed),Insecticides and acaricides,Kilogram,Belgium,2017,1212.0
Annual,Sugar beet (excluding seed),Insecticides and acaricides,Kilogram,Czechia,2014,3686.0
Annual,Sugar beet (excluding seed),Insecticides and acaricides,Kilogram,Czechia,2019,6682.0
Annual,Sugar beet (excluding seed),Insecticides and acaricides,Kilogram,Germany,2014,4329.0
Annual,Sugar beet (excluding seed),Insecticides and acaricides,Kilogram,Germany,2018,11650.0
Annual,Sugar beet (excluding seed),Insecticides and acaricides,Kilogram,Finland,2013,1353.0
Annual,Sugar beet (excluding seed),Insecticides and acaricides,Kilogram,Finland,2018,833.0
Annual,Sugar beet (excluding seed),Insecticides and acaricides,Kilogram,France,2011,341743.0
Annual,Sugar beet (excluding seed),Insecticides and acaricides,Kilogram,France,2017,1999.0
Annual,Sugar beet (excluding seed),Insecticides and acaricides,Kilogram,Croatia,2019,2297.0
Annual,Sugar beet (excluding seed),Insecticides and acaricides,Kilogram,Lithuania,2014,434.0
Annual,Sugar beet (excluding seed),Insecticides and acaricides,Kilogram,Lithuania,2018,307.0
Annual,Sugar beet (excluding seed),Insecticides and acaricides,Kilogram,Netherlands,2012,9345.0
Annual,Sugar beet (excluding seed),Insecticides and acaricides,Kilogram,Netherlands,2016,1719.0
Annual,Sugar beet (excluding seed),Insecticides and acaricides,Kilogram,Netherlands,2020,12169.0
Annual,Sugar beet (excluding seed),Insecticides and acaricides,Kilogram,Poland,2011,14599.0
Annual,Sugar beet (excluding seed),Insecticides and acaricides,Kilogram,Poland,2016,8249.0
Annual,Sugar beet (excluding seed),Insecticides and acaricides,Kilogram,Romania,2013,156.0
Annual,Sugar beet (excluding seed),Insecticides and acaricides,Kilogram,Romania,2018,442.0
Annual,Sugar beet (excluding seed),Insecticides and acaricides,Kilogram,Slovakia,2014,4224.0
Annual,Sugar beet (excluding seed),Insecticides and acaricides,Kilogram,Slovakia,2018,5150.0
Annual,Sugar beet (excluding seed),Molluscicides,Kilogram,Austria,2012,40.0
Annual,Sugar beet (excluding seed),Molluscicides,Kilogram,Austria,2017,49.0
Annual,Sugar beet (excluding seed),Molluscicides,Kilogram,Belgium,2017,129.0
Annual,Sugar beet (excluding seed),Molluscicides,Kilogram,Czechia,2014,41.0
Annual,Sugar beet (excluding seed),Molluscicides,Kilogram,Czechia,2019,21.0
Annual,Sugar beet (excluding seed),Molluscicides,Kilogram,Germany,2014,1408.0
Annual,Sugar beet (excluding seed),Molluscicides,Kilogram,France,2011,92.0
Annual,Sugar beet (excluding seed),Molluscicides,Kilogram,France,2017,1372.0
Annual,Sugar beet (excluding seed),Molluscicides,Kilogram,Netherlands,2016,79.0
Annual,Sugar beet (excluding seed),Molluscicides,Kilogram,Netherlands,2020,0.0
Annual,Sugar beet (excluding seed),Molluscicides,Kilogram,Poland,2011,70.0
Annual,Sugar beet (excluding seed),Molluscicides,Kilogram,Romania,2018,4.0
Annual,Sugar beet (excluding seed),Molluscicides,Kilogram,Slovakia,2018,19.0
Annual,Sugar beet (excluding seed),Plant growth regulators,Kilogram,Belgium,2017,36.0
Annual,Sugar beet (excluding seed),Plant growth regulators,Kilogram,Czechia,2014,12.0
Annual,Sugar beet (excluding seed),Plant growth regulators,Kilogram,Czechia,2019,21.0
Annual,Sugar beet (excluding seed),Plant growth regulators,Kilogram,France,2011,1474.0
Annual,Sugar beet (excluding seed),Plant growth regulators,Kilogram,Poland,2011,187.0
Annual,Sugar beet (excluding seed),Plant growth regulators,Kilogram,Poland,2016,4.0
Annual,Sugar beet (excluding seed),Plant growth regulators,Kilogram,Romania,2013,2.0
Annual,Sugar beet (excluding seed),Plant growth regulators,Kilogram,Romania,2018,3.0
Annual,Sugar beet (excluding seed),Plant growth regulators,Kilogram,Slovakia,2014,16.0
Annual,Sugar beet (excluding seed),Plant growth regulators,Kilogram,Slovakia,2018,26.0
Annual,Sugar beet (excluding seed),Other plant protection products,Kilogram,Belgium,2017,78780.0
Annual,Sugar beet (excluding seed),Other plant protection products,Kilogram,Czechia,2019,30.0
Annual,Sugar beet (excluding seed),Other plant protection products,Kilogram,Germany,2014,851.0
Annual,Sugar beet (excluding seed),Other plant protection products,Kilogram,France,2011,319497.0
Annual,Sugar beet (excluding seed),Other plant protection products,Kilogram,Netherlands,2020,0.0
Annual,Sugar beet (excluding seed),Other plant protection products,Kilogram,Poland,2011,4888.0
Annual,Sugar beet (excluding seed),Other plant protection products,Kilogram,Poland,2016,4335.0
Annual,Sugar beet (excluding seed),Other plant protection products,Kilogram,Slovakia,2014,41.0
Annual,Other root crops n.e.c.,Fungicides and bactericides,Kilogram,Ireland,2013,1120.0
Annual,Other root crops n.e.c.,Fungicides and bactericides,Kilogram,Poland,2014,317.0
Annual,Other root crops n.e.c.,"Herbicides, haulm destructors and moss killers",Kilogram,Ireland,2013,23595.0
Annual,Other root crops n.e.c.,"Herbicides, haulm destructors and moss killers",Kilogram,Poland,2014,4506.0
Annual,Other root crops n.e.c.,Insecticides and acaricides,Kilogram,Ireland,2013,288.0
Annual,Other root crops n.e.c.,Insecticides and acaricides,Kilogram,Poland,2014,81.0
Annual,Other root crops n.e.c.,Plant growth regulators,Kilogram,Poland,2014,0.0
Annual,Other root crops n.e.c.,Other plant protection products,Kilogram,Poland,2014,1.0
Annual,Fodder root crops (including forage beet),Fungicides and bactericides,Kilogram,Estonia,2015,40.0
Annual,Fodder root crops (including forage beet),Fungicides and bactericides,Kilogram,Ireland,2017,2155.0
Annual,Fodder root crops (including forage beet),"Herbicides, haulm destructors and moss killers",Kilogram,Estonia,2015,15534.0
Annual,Fodder root crops (including forage beet),"Herbicides, haulm destructors and moss killers",Kilogram,Ireland,2017,37123.0
Annual,Fodder root crops (including forage beet),Insecticides and acaricides,Kilogram,Estonia,2015,65.0
Annual,Fodder root crops (including forage beet),Insecticides and acaricides,Kilogram,Ireland,2017,1810.0
Annual,Fodder root crops (including forage beet),Molluscicides,Kilogram,Ireland,2017,50.0
Annual,Fodder root crops (including forage beet),Plant growth regulators,Kilogram,Estonia,2015,24.0
Annual,Strawberries,Fungicides and bactericides,Kilogram,Cyprus,2015,128.0
Annual,Strawberries,Fungicides and bactericides,Kilogram,Denmark,2017,1481.0
Annual,Strawberries,Fungicides and bactericides,Kilogram,Estonia,2014,13.0
Annual,Strawberries,Fungicides and bactericides,Kilogram,Estonia,2015,94.0
Annual,Strawberries,Fungicides and bactericides,Kilogram,Estonia,2020,119.0
Annual,Strawberries,Fungicides and bactericides,Kilogram,Finland,2013,4989.0
Annual,Strawberries,Fungicides and bactericides,Kilogram,Finland,2018,3678.0
Annual,Strawberries,Fungicides and bactericides,Kilogram,France,2013,2604.0
Annual,Strawberries,Fungicides and bactericides,Kilogram,Ireland,2014,597.0
Annual,Strawberries,Fungicides and bactericides,Kilogram,Ireland,2018,1325.0
Annual,Strawberries,Fungicides and bactericides,Kilogram,Lithuania,2014,86.0
Annual,Strawberries,Fungicides and bactericides,Kilogram,Lithuania,2018,67.0
Annual,Strawberries,Fungicides and bactericides,Kilogram,Latvia,2014,60.0
Annual,Strawberries,Fungicides and bactericides,Kilogram,Latvia,2019,99.0
Annual,Strawberries,Fungicides and bactericides,Kilogram,Malta,2014,225.0
Annual,Strawberries,Fungicides and bactericides,Kilogram,Malta,2019,4516.0
Annual,Strawberries,Fungicides and bactericides,Kilogram,Netherlands,2012,19708.0
Annual,Strawberries,Fungicides and bactericides,Kilogram,Netherlands,2016,15372.0
Annual,Strawberries,Fungicides and bactericides,Kilogram,Norway,2014,3580.0
Annual,Strawberries,Fungicides and bactericides,Kilogram,Poland,2012,44097.0
Annual,Strawberries,Fungicides and bactericides,Kilogram,Poland,2017,48825.0
Annual,Strawberries,Fungicides and bactericides,Kilogram,Portugal,2012,17297.0
Annual,Strawberries,Fungicides and bactericides,Kilogram,Portugal,2013,17297.0
Annual,Strawberries,Fungicides and bactericides,Kilogram,Portugal,2017,9907.0
Annual,Strawberries,Fungicides and bactericides,Kilogram,Romania,2013,1170.0
Annual,Strawberries,Fungicides and bactericides,Kilogram,Romania,2018,3626.0
Annual,Strawberries,Fungicides and bactericides,Kilogram,Sweden,2017,3098.0
Annual,Strawberries,Fungicides and bactericides,Kilogram,Slovakia,2014,660.0
Annual,Strawberries,Fungicides and bactericides,Kilogram,Slovakia,2018,280.0
Annual,Strawberries,Fungicides and bactericides,Kilogram,United Kingdom,2014,89102.0
